tweetid,user,content,date,lang,sentiment
165769571402395649,anai_martin,Me pregunto quién habrá filtrado ese bulo de q Eduardo Zaplana es candidato a presidir RTVE.  Vendrá del PSOE o del PP? Del todo falso,2012-02-04T13:12:00,es,-1
165770357498847233,mgilguerrero,"Taza y media de laicismo excluyente de Chacón, que ahora carga contra ""la derecha prepotente alemana"". ¡Que tiemble Merkel!",2012-02-04T13:15:07,es,-1
165772925000105985,Albert_Rivera,Chacón promete mantener ls diputaciones(como Rajoy) para conseguir votos en el congreso de todos los enchufados en ls diputaciones. Patético,2012-02-04T13:25:19,es,-1
165778670638735360,alfonsomerlos,"Conclusión del infantil speech d @CarmeChacon2011 : esta sra. no tiene ni idea de cómo está España, no se ha enterado todavía d la película",2012-02-04T13:48:09,es,-1
165780369713528832,PaulaVazquezTV,"foto de @evelyncs81, gracias me ha encantado!!! http://t.co/4GlRx0UW",2012-02-04T13:54:55,es,1
165781652818239488,javiersolana,"Interesante debate sobre Asia Pacifico.En particular la visión de Australia y China.De Asia Pacifico los dos,con valores diferentes.",2012-02-04T14:00:00,es,1
165785480615563264,javierarenas_pp,He anunciado en Córdoba el Plan @ndaluz@s @ctivas para incentivar contratación estable de mujeres y medidas para vuelta al mercado laboral,2012-02-04T14:15:13,es,1
165785999799103488,David_Busta,Llegando!;-) http://t.co/jprBI7Vh,2012-02-04T14:17:17,es,1
165790373048885248,CarmeChaparro,¿Chacón o Rubalcaba? Nevada histórica en Mallorca. Vencer al cáncer. El día + cruel d la represión en Siria. A las 15h en @informativost5,2012-02-04T14:34:39,es,-1
165803481003851776,mariviromero,"Hoy en el día mundial contra el #cáncer mucha fuerza a los que luchan, mas prevención y educación para la salud y mas fondos para investigar",2012-02-04T15:26:45,es,1
165814448811028482,carlos__alsina,"@Fgarea El congreso de dentro de dos semanas será un apasionante debate de ideas con enorme recorrido, ¿te cabe alguna duda? #ironia",2012-02-04T16:10:19,es,-1
165819227847143424,LosadaPescador,Gane quien gane pierde el PSOE y España. El PSOE necesita una renovación mas profunda.,2012-02-04T16:29:19,es,-1
165823317075427328,LosadaPescador,Me dice Azahara Sánchez qcel retraso se debe al debate sb procedimiento de recuento. Pero seguimos esperando... #38CongresoPSOE,2012-02-04T16:45:34,es,-1
165826411125424128,PilarGGranja,"es horrible “@antonio_cano_: Sí, ya comprendo q la gente en España está pendiente de otra cosa, pero a mí me interesa más lo de Siria.”",2012-02-04T16:57:51,es,0
165829995627945985,julia_otero,¿Alguien sabe por qué PedroJ apoya a Chacón?,2012-02-04T17:12:06,es,1
165830143514914817,carlos__alsina,Rubalcabistas ya tuitean que ha ganado Rubalcaba.,2012-02-04T17:12:41,es,1
165831236969963522,Albert_Rivera,RT @carloscungria: Dicen que gana Rubalcaba. Falta la confirmación oficial. #38congresopsoe,2012-02-04T17:17:02,es,1
165833039623098368,PilarGGranja,Parece q algunos dicen q se ha pedido un nuevo recuento!!!! Horrorrrrr!!!!! #38CongresoPSOE,2012-02-04T17:24:12,es,-1
165833529165496320,julia_otero,22 de diferencia a favor de Rubalcaba,2012-02-04T17:26:09,es,1
165833816672440320,CarmeChaparro,"Bueno, pues, Rubalcaba por 22.",2012-02-04T17:27:17,es,1
165834178439553025,mariviromero,"Ahora! Q trabajito RT @europapress_es: Rubalcaba, elegido nuevo Secretario General del PSOE #38CongresoPSOE  - http://t.co/mGql24My -",2012-02-04T17:28:43,es,1
165837397563682817,AlexdelaIglesia,“@iescolar: @AlexdelaIglesia Voy a intentar enterarme. ;-)” you're the boss,2012-02-04T17:41:31,es,1
165838123446702082,Joss682008,Solo han tenido que poner el nombre del ganador. El PP ha enviado ya de forma inmediata su felicitación al nuevo sec. Gral del Psoe.,2012-02-04T17:44:24,es,1
165839845799903233,sanchez_sonia,Dos besos entre Rubalcaba y Chacón. Muchos aplausos para él #38CongresoPSOE,2012-02-04T17:51:15,es,1
165840498081284096,maria_rey,"“@crisdejuan: una pregunta...rubalcaba y chacón...se caerán bien?” ella sí, se ha caído, bien",2012-02-04T17:53:50,es,-1
165840608353726465,garcia_abadillo,En el PSC algunos van a tener la tentación de decir que Chacón ha perdido por ser catalana.,2012-02-04T17:54:16,es,-1
165840776763412480,maria_rey,"“@ConchaCLC: @maria_rey Esos van aparte. Rubalcaba 487, Chacón 465.” nien correido",2012-02-04T17:54:57,es,0
165842676799909889,RodrigoBlazquez,"Rubalcaba breve: Partido fuerte, a trabajar, unidad y cambio. #38CongresoPSOE",2012-02-04T18:02:30,es,1
165842817451700224,mariviromero,"De la nuetralidad activa al ostracismo pasivo...RT @jjblanesmalaga: Y Griñan, madre mía, que papelón.",2012-02-04T18:03:03,es,-1
165843311066742784,javiersolana,"Desde Múnich también trabajando,Alfredo.Enhorabuena.También a ti Carmen que has peleado.",2012-02-04T18:05:01,es,1
165847869746724864,iescolar,Ovación en la sala de prensa al compañero que ha bajado el volumen a la tele con la sintonía del PSOE (versión lounge) a toda hostia.,2012-02-04T18:23:08,es,1
165848393401384961,Carlos_Latre,Hoy dos gunciones de #YesWeSpainISDIFFERENT en Bcna. Vamos a por la 1a!!!;)),2012-02-04T18:25:12,es,1
165848564621250560,mariviromero,Puede ser RT @balerma75: @mariviromero @PSOEmalaga Tuitearán tras las elecciones andaluzas a favor de @javierarenas_pp ?  #quecosas,2012-02-04T18:25:53,es,1
165848927906709505,germanyanke,Ahora no lo ha anulado @AthleticBilbao 1-0,2012-02-04T18:27:20,es,1
165849936183824384,JuanraLucas,"No he dicho que el resultado del congreso fuera previsible. He repetido lo ya apuntado en @EDCHrne, que Rubalcaba no se inmolaría sin más",2012-02-04T18:31:20,es,-1
165850595545190401,germanyanke,"Joder, con perdón, 1-1.",2012-02-04T18:33:57,es,-1
165852913938345986,germanyanke,Una cosa es jugar 11 y otra un equipo de 11.,2012-02-04T18:43:10,es,-1
165874773493153792,Fgarea,"@julia_otero @sgueina @raquelmartos jope, no pretendía.",2012-02-04T20:10:02,es,-1
165877409906827264,lazaroelmundo,K pedazo d golazo del crack Ramosbauer :))))),2012-02-04T20:20:31,es,1
165879687493586944,CarmeChaparro,...cuando hablo d listas públicas me refiero a listas q pudiera pedir al juez una mujer q estuviera siendo maltratada Su pareja ya maltrató?,2012-02-04T20:29:34,es,-1
165885434835107840,MACEMUOR,"RT“@Esther__VLC: Me encanta Aguirre a Gómez ""Tiemblo por esos alumnos que le tienen a usted como profesor,pobrecillos"" http://t.co/K20pCAEG”",2012-02-04T20:52:24,es,0
165893844330754048,_Rubalcaba_,Es un gran honor para mí iniciar esta etapa como líder del PSOE. Espero corresponder a vuestro apoyo y confianza. Gracias y a trabajar.RbCb,2012-02-04T21:25:49,es,1
165905571256602625,mariviromero,". @JavierArenas_pp : ""La primera reforma gorda"" que necesita la Junta es ""decir la verdad"" http://t.co/Iu6ewUIh",2012-02-04T22:12:25,es,-1
165910582141272067,pacodelatorrep,3/El PP y Arenas han traido al Secretario de Edo de Medio Ambiente q ha prometido q reforma Ley Costas dará respuesta problema chiringuitos,2012-02-04T22:32:19,es,1
165919958151348224,MACEMUOR,Ataque ... ?“@informativost5: Chacón dice a Rubalcaba que no quiere estar en la dirección del PSOE ni del Grupo http://t.co/DLCD5663”,2012-02-04T23:09:35,es,-1
165933523541303297,davidbisbal,Con el club de fans de Italia http://t.co/QrLhJA8p,2012-02-05T00:03:29,es,1
165934460695613441,aguerosergiokun,Sé que a esta hora es el partido de despedida a Palermo. Me sumo desde Manchester al homenaje. Grande Martín!!,2012-02-05T00:07:13,es,1
165938487864995840,jesusmarana,"Portada de 'Público', domingo. Rubalcaba gana al sprint; el apoyo de Felipe y Guerra fue clave en el voto andaluz. http://t.co/MFeGACUu",2012-02-05T00:23:13,es,1
165973795402821632,SSantiagosegura,Muy buenas noches followercetes! http://t.co/bs1ELEq1,2012-02-05T02:43:31,es,1
165991112534786050,JuanraLucas,"Grande el Patio:)) De repente descubro que no estoy solo frente a mi atribulada conciencia de padre desconcertado. Grande, el Patio",2012-02-05T03:52:19,es,1
166049694148075521,AlejandroSanz,Perdon por las formas. Buenas noches. Entre alegre y consciente.,2012-02-05T07:45:06,es,0
166069447042408448,javiercasqueiro,"Rafael Simancas en la secretaría recuperada de Formación y Jaime Lissavetzky, amigo de Rubalcaba, y Maru ... http://t.co/sdxBsF7H",2012-02-05T09:03:36,es,1
166081991891103744,javiersolana,"Lavrov,FM de Rusia,en Damasco.Puede reparar el error politico de ayer.El mundo Arabe contra Rusia",2012-02-05T09:53:27,es,-1
166089094261252096,RodrigoBlazquez,"Belloch, chaconista, comienza el día repartiendo contra Rubalcaba por su ejecutiva @PSOE ""No hay integración y es una equivocación""",2012-02-05T10:21:40,es,-1
166098611749388288,mariviromero,Zarrias en la nueva ejecutiva nacional del Psoe.... Sin palabras,2012-02-05T10:59:29,es,-1
166099036561088512,mariviromero,El @ppmalaga apuesta por una política sanitaria centrada en personas y no en eslóganes  http://t.co/UkWITR4d @eliasbendodo @esperanzaona,2012-02-05T11:01:10,es,1
166099145923362817,David_Busta,Buenos días!!! :-)hoy regreso a casa!,2012-02-05T11:01:37,es,1
166099239489912832,MACEMUOR,"Pero que poco me gusta Sostres... Poco no, nada.",2012-02-05T11:01:59,es,-1
166100903785529345,mariviromero,El PP asegura que no habrá ni un solo recorte en Sanidad . @eliasbendodo @esperanzaona  http://t.co/iGFeAGJO,2012-02-05T11:08:36,es,1
166107823846080512,mariviromero,"Poniendo a #Griñan como presidente del Psoe, @_Rubalcaba_ esta amparando los #EREs . Buena manera de empezar la regeneracion politica",2012-02-05T11:36:05,es,-1
166110309323517952,LosadaPescador,“@GarciaAller: El País justifica así su articulo Chacón y Compañía del domingo pasado http://t.co/Xza1uiEv” Mas bien entona el mea culpa,2012-02-05T11:45:58,es,-1
166111226080931840,mariviromero,"Incumplimiento “flagrante” de la ley http://t.co/IM7em00M  Y premian en el @psoe a #Griñan y a Zarrias, muñidores de todo esto...",2012-02-05T11:49:37,es,-1
166114313407438848,zoidoalcalde,Cuando se mezcla la basura no se puede llevar a la planta de reciclaje. Todo es debido a un mal uso de los contenedores. #sevillahoy,2012-02-05T12:01:53,es,-1
166116221954166784,mariviromero,"Iba a desearle suerte a @_Rubalcaba_ ..., pero el ver que ha fichado a #Griñan y a #Zarrías .... la verdad es q se quitan las ganas....",2012-02-05T12:09:28,es,-1
166116260776656897,Fgarea,"La nueva Ejecutiva PSOE: aparato, aparato, aparato. Muy Fiel al ganador y demostrando que la integración es imposible. A saco y en caliente",2012-02-05T12:09:37,es,0
166118195370012672,RodrigoBlazquez,"López Aguilar recuerda q #ZP sí ""integró en su Ejecutiva"". Ánimos calentitos. José Bono se deja ver muy sonriente. #38CongresoPSOE",2012-02-05T12:17:18,es,0
166118902198321152,mariviromero,Asuntos que no han tratado en el #38CongresoPsoe ... esto no les importa http://t.co/9ZS7x8Aa,2012-02-05T12:20:07,es,-1
166122219494322176,santiagocervera,"Coño, @diariodenavarra ya me ha quitado de presidente del PP de Navarra! http://t.co/J6DjEAyO",2012-02-05T12:33:18,es,-1
166131293468364800,iescolar,"Uno de los de Chacón: ""Habrá un poco menos de apoyo a la Ejecutiva de lo habitual, pero tampoco un castigo durísimo"".",2012-02-05T13:09:21,es,-1
166133333766582272,mgilguerrero,Más ejemplares de El País bajo el brazo entre los delegados del PSOE (ayer empataban con los de Público),2012-02-05T13:17:28,es,0
166134050132738048,mariviromero,Desde las últimas elecciones andaluzas más de 275.000 jóvenes andaluces han ido al paro #GriñanVeteTu,2012-02-05T13:20:18,es,-1
166136431192977408,sanchez_sonia,"Resultado apoyo a la Ejecutiva @PSOE, el equipo diseñado por Rubalcaba: 80,42% #38CongresoPSOE",2012-02-05T13:29:46,es,1
166138523517321216,jesusmarana,"Los que no han votado a la nueva Ejecutiva PSOE son muchos menos que los que apoyaron a Chacón. No hay integración, tampoco ruptura.",2012-02-05T13:38:05,es,1
166144379931721728,mgilguerrero,Rubalcaba no dice una sola palabra sobre el Concordato y demás. Parece que sobre todo fue una baza ante el discurso de Chacón,2012-02-05T14:01:21,es,-1
166144759335878656,mgilguerrero,"Lo de la Internacional, como que demasiado impostado y paleorefutado. Deberían hacérselo mirar, la verdad",2012-02-05T14:02:52,es,-1
166151028058750978,julia_otero,Esto se pone feo. Poca coña. http://t.co/vbGQJ9o1,2012-02-05T14:27:47,es,-1
166165818831421440,Fgarea,Fidel Castro está como un toro. Seis horas de presentación de un libro.No se ha levantado ni para orinar#esoesunapróstata,2012-02-05T15:26:33,es,1
166170517844402176,rafam_simancas,"""La lluvia no desaprovechó para esparcir su elmento líquido"", ¿Se puede ser más cursi?, pues no. Escuchado en Telediario sección Deportes.",2012-02-05T15:45:13,es,-1
166182466061746176,davidbisbal,Un regalo simpático y divertido. http://t.co/Y1621fmO,2012-02-05T16:32:42,es,1
166182836318126081,iescolar,"Desde Casa Real argumentan que ""el papel y la actuación del rey el 23-F están ya consolidados por la historia"".  Es cierto. Consolidadísimo.",2012-02-05T16:34:10,es,0
166184383693340673,Carlos_Latre,Poleito menta y a #yeswespainISDIFFERENTear !!!!! Ole!!;),2012-02-05T16:40:19,es,1
166203505869201408,anapastor_tve,Los jugadores del Madrid de basket salen con camiseta de apoyo a Manel Comas en su lucha contra en cáncer.,2012-02-05T17:56:18,es,1
166205598701064193,mariviromero,Así afecta el recortazo de Guindos a los banqueros http://t.co/1YUeP8jM,2012-02-05T18:04:37,es,-1
166206121877569536,mariviromero,Chamizo pide revisar los protocolos de atención en urgencias del Virgen del Rocío en pacientes terminales http://t.co/5JkCuo5X,2012-02-05T18:06:42,es,0
166206968023875584,AlejandroSanz,Hola. Un abrazo gigante para mi Sevilla guapa. RT @SanchezConchi: @AlejandroSanz BUENAS TARDES DESDE SEVILLA.,2012-02-05T18:10:03,es,1
166218125954650113,MACEMUOR,"RT“@LorenzodeAra: Un magistrado del Supremo: 'Si hay que meter a Urdangarin en prisión, se le mete' http://t.co/a9QjBJmN vía @elmundoes.",2012-02-05T18:54:24,es,0
166243765751775233,anapastor_tve,"Mañana en #losdesayunosdetve analizamos en tertulia la victoria de Rubalcaba en el #38CongresoPSOE , Garzón, Siria y más.... A las 9.",2012-02-05T20:36:17,es,1
166248420812660736,rafam_simancas,"¿Frío?, ¿Frio dicen?, ¡pues esperen a que empiece a jugar el Atlético para sentirse helados! Hay pasmos que no quita ni tila, ni tequila",2012-02-05T20:54:46,es,-1
166249994456797184,David_Busta,“@carlos1994_juan: @David_Busta eres el mi mayor arma tio cuando escucho tu musica me motivo mazo un abrazo”GRACIAS AMIGO!,2012-02-05T21:01:02,es,1
166253274721296384,arsenioescolar,El principal reto del PSOE d Rubalcaba no es cerrar la fractura interna sino curar la fractura con la sociedad española http://t.co/Vxr9nU46,2012-02-05T21:14:04,es,0
166255575288647680,jesusmarana,"Domingo 'tranquilo' en Zarzuela. Primero 'Der Spiegel', luego un magistrado del Supremo y ahora #Salvados #lamonarquiateniaunprecio",2012-02-05T21:23:12,es,-1
166266431397310464,MACEMUOR,"Últimamente la vida me ha enseñado que no se puede decir ""nunca jamás"". Yo siempre desafié esta expresión... Me equivoqué.",2012-02-05T22:06:20,es,0
166269218357129216,Buenafuente,“.+ 1 @JuanCruzTuiter: Admiración por @jordievole y el equipo de @salvadostv #lamonarquiateniaunprecio”,2012-02-05T22:17:25,es,1
166277555127717888,PilarGGranja,"El hombre, esta mayor... :)  @maximhuerta",2012-02-05T22:50:33,es,0
166279102716850176,David_Busta,Buenas noches familia! Y FUERZA para afrontar la semana!;-),2012-02-05T22:56:42,es,1
166282038045970432,LosadaPescador,¿Está la Sexta haciendo un experimento de cuánto aguantamos las autopromos en Salvados? Se pasan cinco pueblos. Ya me las se de memoria,2012-02-05T23:08:21,es,-1
166296826859884546,mariviromero,Bueno pues mañana mas y espero que mucho mejor ;-)) #BuenasNoches,2012-02-06T00:07:07,es,1
166332049869914113,AlexdelaIglesia,El mejor espectaculo en directo que he visto montado en 15 minutos!!!! #SuperBowl #malditosgenios #Madonna http://t.co/22huEwtr,2012-02-06T02:27:06,es,1
166397632942571520,Fgarea,"@JuanraLucas buenos dias, y buena semana desde el sueño. Gracias",2012-02-06T06:47:41,es,1
166405115169878016,anabelenroy_tve,Obama en entrevista TV dice q cree q Israel no ha decidido si atacará o no a Irán. Hace 4 días su secretario de defensa apoyaba lo contrario,2012-02-06T07:17:25,es,0
166422283383087104,mariviromero,Y también un día inolvidable para Esther Molina. La conozco de mucho antes de entrar en el Ayuntamiento de @malaga . Otro abrazo amiga ;-)),2012-02-06T08:25:38,es,1
166425236156317696,GLlamazares,"Sabíamos que borboneando contra Suárez, el rey agitó las aguas golpistas el 23F. No se conocían sus simpatías, ni su presión a los jueces",2012-02-06T08:37:22,es,-1
166428420241240065,marodriguezb,No sé si permitir a @EspejoPublico que saquen mi imagen o les meto un burofax.,2012-02-06T08:50:02,es,0
166435525832609793,PilarGGranja,Están divertidos en @lamananafjl . Muy acertado @DavilaGaceta y Cabrillo!,2012-02-06T09:18:16,es,1
166436782601273346,iescolar,En el blog: Un Gobierno despolitizado http://t.co/u1gAB1OQ,2012-02-06T09:23:15,es,-1
166444655985172481,javiersolana,Alemania un Bric. El mayor socio comercial de Alemania sera China y no Fancia. http://t.co/c9H4pbMQ,2012-02-06T09:54:33,es,0
166457128817664001,Buenafuente,Los que tenemos empresas pasándolas putas y luchando y los demagógos faltones dale que te pego #mandahuevos.,2012-02-06T10:44:06,es,-1
166459699414310912,PaulaVazquezTV,Buenos dias! Hoy es mi primer dia de cole! Estoy tan ilusionada! Ahora desayunando en el aeropuerto #adorolosaeropuertos !!!!,2012-02-06T10:54:19,es,1
166468519159005185,Enric_Hernandez,El PSC desencandena las hostilidades contra la nueva la ejecutiva de Rubalcaba http://t.co/vOSJFfad vía @elperiodico_cas,2012-02-06T11:29:22,es,-1
166470846267916288,PaulaVazquezTV,Ya estoy sentada! Adoro volar!!!! http://t.co/ro2MSwGN,2012-02-06T11:38:37,es,1
166477889146064896,Tonicanto1,Sobre la no-reforma financiera del PP http://t.co/azAdZYxS,2012-02-06T12:06:36,es,-1
166479235366662145,davidbisbal,"Desde cuando contará la sanción? en caso que sea desde el tour 2010, le queda medio año de sanción? podrá correr la Vuelta?",2012-02-06T12:11:57,es,-1
166485385424281600,David_Busta,Espero que os guste...;-)http://t.co/GlgX0M6k,2012-02-06T12:36:23,es,1
166488502790393857,pedroj_ramirez,"Si la sentencia del TAS no da por probado que se dopara para alterar la competición, Contador debería recurrir a la justicia ordinaria.",2012-02-06T12:48:46,es,-1
166489973363716096,Joss682008,"Segun el CIs el 40 por ciento de los españoles tiene buena imagen del gobierno Rajoy frente a un 33,8 que la tiene mala.",2012-02-06T12:54:37,es,1
166490333310488576,julia_otero,"Ciu-PP: peleas de Valderrama y Dolores Abril:  Irene Rigau: ""Si España hace educación constitucional, Catalunya hará educación estatutaria""",2012-02-06T12:56:03,es,-1
166494799166320642,carmenmorodo,"El temor d Rubalcaba es q se le enquiste sector contrario como pasa en tantas otras federaciones. El nuevo PSOE, con @mrtfernandez",2012-02-06T13:13:48,es,-1
166495211147640832,ElenaFernandez8,Os esperamos mañana en @encuentrosPOR Hablaremos sobre el paro juvenil en #PORlosjovenes. Interesantes intervenciones http://t.co/ABih1HZn,2012-02-06T13:15:26,es,0
166501163418656768,isadedios,"Que lío con la ""pantonera"" de tés: Los consumidores de té verde muestran una menor discapacidad con la edad http://t.co/7LwvAcLu",2012-02-06T13:39:05,es,1
166502976867930112,Sorayapp,"Mi enhorabuena a Soraya Rodríguez por su nuevo cometido. Espero y deseo debates positivos, constructivos y útiles para la sociedad española.",2012-02-06T13:46:17,es,1
166508048863596544,anai_martin,"He dicho tradicionalmente, no siempre. Pero bien puntualizado RT @SerranoAlfonso: mira el primero tras victoria 96 ;-)",2012-02-06T14:06:27,es,1
166509780633010177,sanchez_sonia,"#CIS. Rubalcaba: ""creo que es la primera vez en la democracia que un gobierno baja en su primera encuesta""",2012-02-06T14:13:19,es,-1
166511979245223936,sanchez_sonia,"Rubalcaba: ""Considero a Chacón mi amiga. Ha tenido un comportamiento impecable... Tiene futuro""",2012-02-06T14:22:04,es,1
166512478300278786,mariviromero,El gran perdedor del Congreso del Psoe http://t.co/rJrXq3An,2012-02-06T14:24:03,es,-1
166518371813310464,mariviromero,Una docena de cocineros de #Malaga colabora con una receta solidaria para luchar contra el cáncer http://t.co/hBR6fGU1,2012-02-06T14:47:28,es,1
166523043894657024,carlos__alsina,y admitiendo que él no cometió ni negligencia ni falta. ¿?,2012-02-06T15:06:02,es,1
166536990077100035,Buenafuente,"Ah.. Preparando el nuevo programa. Será bonito, espectacular, espero que gracioso y nos traerá risa y trabajo para muchos. #esoesloquemola",2012-02-06T16:01:27,es,1
166542975072083969,AlexdelaIglesia,"David, Borja y Moli. GRANDES dioses primigenios. #atlántica amigos para siempre",2012-02-06T16:25:14,es,1
166581229062324224,javierarenas_pp,"Apostamos por un gran pacto por el empleo con los sindicatos y los empresarios. También con aytos, diputaciones y fuerzas minoritarias",2012-02-06T18:57:14,es,1
166594760302280705,LosadaPescador,Hemos hablado con Navarro Valls sobre la amenaza laicista de Rubalcaba. @TelediarioInter 20:30,2012-02-06T19:51:00,es,-1
166600080776896512,matrujil,Con @Hugo_Moran tendremos el mejor secretario de la ejecutiva federal del @PSOE para las políticas de ordenación del territorio. Enhorabuena,2012-02-06T20:12:09,es,1
166602702271426560,SSantiagosegura,Nada mas dinámico y emocionante que este magnifico film de aventuras! http://t.co/ocsxmWDL,2012-02-06T20:22:40,es,1
166603081134514176,aguerosergiokun,Cada vez falta menos para el millón y medio de seguidores en twitter. Y se viene el sorteo de la #PSVita. Anotarse acá http://t.co/L0y3W7O9,2012-02-06T20:24:04,es,1
166626136753836032,julia_otero,“@novasico: @julia_otero Qué botas más grandes y calentitas... O no?”The boots are made for walking... Que decía Nancy Sinatra,2012-02-06T21:55:41,es,1
166628698114621440,sanchez_sonia,@Fgarea Muchas gracias... Pero seguro que no mejor que tú el próximo. Mucha suerte y a exprimir el viaje!,2012-02-06T22:05:52,es,1
166634099996491777,Albert_Rivera,RT @europapress_es: El Rey releva a Ramón Iribarren como jefe de Relaciones con los Medios de Comunicación - http://t.co/ofN3iKpX,2012-02-06T22:27:20,es,1
166644758662488064,periodistas21,Contra la sujeción de los ebooks a las plataformas y el DRM RT @JulietaLionetti http://t.co/6ESg6yFP @jwikert at his best!,2012-02-06T23:09:41,es,-1
166657149269843968,iescolar,"Cambio de jefe de prensa en la Zarzuela. Es otra respuesta al tema Urdangarin, que tanto preocupa al rey.",2012-02-06T23:58:55,es,-1
166659157825556481,ccifuentes,Si puedo me acerco :-) RT @petitsetmaman: Te vienes? @EatsAndTwitts Madrid del 16/02 en @HotelReginaMad http://t.co/3jp0Lntc,2012-02-07T00:06:54,es,1
166659688799277056,SSantiagosegura,Pero muy buenas! http://t.co/dZOXHE0p,2012-02-07T00:09:01,es,1
166668285998407680,David_Busta,"“@JeMaKim: @David_Busta buenas noches David, eres un fenómeno y tu gira es espectacular, puedes estar orgulloso de tu trabajo.”GRACIAS!",2012-02-07T00:43:10,es,1
166675656237789184,David_Busta,Es posible lo que le esta pasando a Alberto Contador??? ESTO ES DE LOCOS!!!,2012-02-07T01:12:27,es,-1
166677583151378433,David_Busta,Gracias FAMILIA por vuestros mensajes y vuestro cariño!# ANIMOCONTADOR,2012-02-07T01:20:07,es,1
166678840733745152,David_Busta,"Pido un poco de paciencia, a mi no me escribe el twitter nadie, soy yo solo y es imposible que os lea a todos... Gracias por la comprensión",2012-02-07T01:25:07,es,0
166762025974894592,anabelenroy_tve,Odyssey presenta recurso ante Supremo EEUU.Intenta evitar devolución a España d 500000 monedas de oro y plata dl 'Nª Señora de las Mercedes',2012-02-07T06:55:39,es,-1
166779909618925568,anabelenroy_tve,"Muere una niña de 7 años en un incendio, ocurrido esta madrugada en Cornell de Llobregat, en Barcelona.",2012-02-07T08:06:43,es,-1
166784935372402688,GLlamazares,"Continúa el juicio de la infamia: el juez y las víctimas del franquismo como acusados, y los herederos de los verdugos como acusación.",2012-02-07T08:26:41,es,-1
166787468421640193,GLlamazares,"Si preguntas a un parado sin prestación por un despido barato dirá que sí. Si  desesperado, lo  contratas como  esclavo, también. INHUMANO !",2012-02-07T08:36:45,es,-1
166793767834230784,GLlamazares,"Ante la duda, siempre en favor del acusado. En el supuesto dopaje de Contador, y en el resto de los acusados que no son famosos  también.",2012-02-07T09:01:47,es,0
166796017893769216,Carlos_Latre,"Y felicidades a mi querida VErónica Echegui por su GAUDÍ y a los ""Companys... i Maciàs"" de @Min_Absoluta por el suyo !!",2012-02-07T09:10:44,es,1
166811319150977024,Carlos_Latre,“@Jandrohormig: Hoy @Carlos_Latre en @El_Hormiguero Bieeeen!” superbieeeeeeennnnnn!!!;)))),2012-02-07T10:11:32,es,1
166818121150251008,GLlamazares,Hasta ahora sólo buenas palabras y negocios para las ETT y la cuenta de formación profesional.,2012-02-07T10:38:34,es,1
166818750279065600,mdcospedal,También con la vicepresidenta y el secretario general de ATA. Tengo en mente todas vuestras inquietudes #leyEmprendedoresCLM 2/2,2012-02-07T10:41:04,es,0
166819644647288832,GLlamazares,"Ahora Pacto de Toledo: Alarma sobre el déficit, pensión calculada en toda la vida laboral, ley de Mutuas de accidentes, decreto discapacidad",2012-02-07T10:44:37,es,-1
166820030296760321,GLlamazares,"Se carga la Agencia de la Seguridad Social prevista , y anuncia una nueva ley para regularla.",2012-02-07T10:46:09,es,0
166830923600506881,GLlamazares,Coscu de IU/ICV/CHA rebate con datos la relación d paro y legislación. La mayor destrucción en Irlanda y autónomos con total flexibilidad.,2012-02-07T11:29:26,es,-1
166841309766750208,maria_rey,"Madina, PSOE,""nuestras discrepancias justifican nuestra pluralidad...que sigan vivas mucho tiempo"" #Congreso",2012-02-07T12:10:42,es,1
166855164882452481,sonsolesonega,Esta tarde habrá un reconocimiento a Fraga en el #congreso a cargo del Pte.Posada. No será en nombre de la cámara. IU anuncia que no estará.,2012-02-07T13:05:45,es,1
166860677162606592,carlosecue,"Báñez: ""Los minijobs no caben. Jornadas a tiempo completo con 400 euros no son legales"". Habla de contratos de unas horas para jóvenes.",2012-02-07T13:27:40,es,-1
166863375190601728,carlosecue,"Báñez ofrece la cara amable: ""El Gobierno no va a recortar las prest por desempleo"". Luego el pero: ""Pero no podemos permitir el fraude""",2012-02-07T13:38:23,es,1
166866595120021504,carlosecue,"Bañez: ""El despido en España es causal y por tanto no puede haber un contrato único, es inconstitucional""",2012-02-07T13:51:11,es,-1
166875386427346945,JuanraLucas,“@rdelvalle: Qué pena que @JuanraLucas no sea Pedro Piqueras. Entonces sería Juan Dramón Lucas #jajaja #socorro #mátenmeYA” Yo el primero :),2012-02-07T14:26:07,es,1
166887718406717440,AlejandroSanz,No la tires.. Es una capsula de tiempo ;) RT @soniaharo1: @AlejandroSanz Increíble. Haciendo (cont) http://t.co/u5PmpOm6,2012-02-07T15:15:07,es,1
166890265355878400,AlejandroSanz,Que maravilla.. Un abrazote para toda mi Andalucia de mi alma. RT @macasanzlucero1: @AlejandroSanz (cont) http://t.co/3On5fZrP,2012-02-07T15:25:14,es,1
166892423572754432,AlejandroSanz,"RT @AlbertoCiurana: El que más grita, es el que más se oye, pero no el que más razón tiene.",2012-02-07T15:33:49,es,0
166894721648693248,mariviromero,"Puedes cruzar montañas, océanos, superar tragedias, dificultades, responsabilidades, con solamente una cosa: Confianza en ti mismo (Bhajan)",2012-02-07T15:42:57,es,1
166906563758538752,Tonicanto1,Irene habla acerca de los derechos de los saharauis,2012-02-07T16:30:00,es,1
166907817813475328,mariviromero,Siguiendo a @elblogsalmon,2012-02-07T16:34:59,es,1
