tweetid,user,data_lemmatized,date,lang,sentiment
1.66999E+17,ristomejide,"Me gusta la nueva serie de ficción de TV3, ""Mestres"". #HayQueVerQuéBuenosSomosTodos",2012-02-07T22:38:36,es,1
1.67013E+17,arsenioescolar,"El Mirandés se merecía más el segundo que el Athletic el cuarto, ¿no creéis?",2012-02-07T23:32:43,es,-1
1.67016E+17,germanyanke,"Bueno, este gol no se celebra 6-2.",2012-02-07T23:45:53,es,-1
1.67026E+17,MACEMUOR,Ufff! Pido chovolate y aparece un RT d Llamazares... Igualito...,2012-02-08T00:23:47,es,-1
1.67026E+17,germanyanke,Entre el @AthleticClub y el libro se me pasa el tiempo y mañana me esperan pronto en @cmsaleelsol. Buenas noches a todos!,2012-02-08T00:26:12,es,1
1.67133E+17,germanyanke,"Mi incansable vecino, a las 6,45, vuele de pasear al perro: ""si los del @AthleticClub fuesen republicanos yo estaría con ustedes""",2012-02-08T07:31:43,es,0
1.67139E+17,javiersolana,Dolor de cabeza para Merkel.? F.Holland http://t.co/WO3MB4VU,2012-02-08T07:54:34,es,-1
1.67146E+17,mariviromero,Limpiar el cordón umbilical es una medida sencilla contra la mortalidad infantil http://t.co/XnFCPQ1M via @elmundoes,2012-02-08T08:20:31,es,1
1.67148E+17,mariviromero,Muchas felicidades @ElPaliquedeLoma ;-) que cumplas muchos mas y que yo lo vea ;-),2012-02-08T08:27:43,es,1
1.67158E+17,iescolar,"Ayer hablaba de los ""liberales"" con plaza de funcionario. Tenemos otro buen ejemplo ""liberal"" http://t.co/RXaSAAcX",2012-02-08T09:10:57,es,-1
1.67159E+17,fjavierbosque,"#Rajoy inicia su intervención en el congreso dibujando el negro panorama de la economia ""es difícil imaginar peor punto de partida""",2012-02-08T09:13:27,es,-1
1.67163E+17,Joss682008,Rajoy asegura que la reforma laboral que se aprobará el viernes será amplia y profunda después de que los agentes sociales no hayan acordado,2012-02-08T09:28:16,es,0
1.67164E+17,sonsolesonega,Rubalcaba toma notas a mano mientras Rajoy interviene en la tribuna. En 10 mins. se estrenará como líder del PSOE en un debate parlamentario,2012-02-08T09:31:12,es,1
1.67167E+17,fjavierbosque,"#Rajoy ""Mi convicción es que los frutos llegarán si desterramos la improvisaciones,evitamos los bandazos y somos tenaces en las medidas""",2012-02-08T09:46:35,es,1
1.6717E+17,lazaroelmundo,Un ladrón que robó el móvil a un pederasta en Australia se entrega para denunciarle. ¡¡¡bien por el choro!!!,2012-02-08T09:56:03,es,1
1.67172E+17,sonsolesonega,¿Hay margen para q el PSOE apoye la ley de estabilidad presupuestaria? ¿O el no es definitivo? #Congreso,2012-02-08T10:05:40,es,-1
1.67178E+17,carlosecue,"Durán lo deja claro: ""Entiendo que el presidente no puede decir que no va a cumplir el 4,4%, pero le pido que busque flexibilidad""",2012-02-08T10:27:39,es,0
1.67178E+17,sonsolesonega,"Animado intercambio de pareceres entre la ex de Agricultura, Rosa Aguilar, y el actual titular, Arias Cañete. #Congreso",2012-02-08T10:30:04,es,1
1.67183E+17,SSantiagosegura,Uno no sabe cuando parar.#saquenmedeaqui http://t.co/tQPnmf8Q,2012-02-08T10:47:31,es,-1
1.67184E+17,Bsarasola01,Rueda de prensa con el @PPSanfer para denunciar la vulneración de Derechos Fundamentales por parte del Gobierno de IU http://t.co/e8lXVNpT,2012-02-08T10:53:53,es,-1
1.67185E+17,zoidoalcalde,"""Crea tu empresa"" asesora, informa, guía, ayuda económicamente, forma y facilita espacios a los emprendedores de #sevillahoy",2012-02-08T10:56:22,es,1
1.67187E+17,Tonicanto1,"Rosa10:""Den instrucciones a la fiscalía para q investiguen a aquellos dirigentes d las entidades financieras q han creado esta (cont…",2012-02-08T11:05:54,es,-1
1.67191E+17,riverakiko,Buenos dias chicos!!! Pido a los ganadores del concurso para la entradas a macumba reenvien al email eventosriver84@gmail.com los nombres  !,2012-02-08T11:19:54,es,1
1.67192E+17,cayo_lara,Anoche en la calle miles de personas x los servicios públicos. ¿preludio d la huelga general q dijo Rajoy le costaría la Reforma Laboral?,2012-02-08T11:25:20,es,-1
1.672E+17,Carlos_Latre,Ya en el COMPAC para presentar #yeswespainISDIFFERENT en MADRID 22feb al 1 abril. Entradas YA en http://t.co/Q9HzeyLP http://t.co/hUfWn780,2012-02-08T11:57:59,es,1
1.67201E+17,mgilguerrero,"No seas duro, que el diputado estaba muy orgulloso con su discurso! XD! nivelón... @carlos__alsina",2012-02-08T11:59:56,es,0
1.67209E+17,pedroj_ramirez,El blanqueador que lo blanqueare buen blanqueador será. El TS cita al empresario que denunció a Blanco y a su primo http://t.co/bKwlGzVZ,2012-02-08T12:32:00,es,-1
1.67212E+17,anabelenroy_tve,Federación Española de Tenis denunciará a Canal+Francia x utilizar logo Federación en el video/guiñoles con Nadal y el dopaje en España.EFE,2012-02-08T12:42:16,es,-1
1.67216E+17,Buenafuente,"Vamos a hacerlo lo mejor que sepamos, riéndonos de todo, con buena música,buenos invitados y buenos guiones. Haremos el humor cada semana",2012-02-08T12:57:50,es,1
1.67218E+17,GLlamazares,"Las criticas de algunos a Cayo, son para nosotros elogios.",2012-02-08T13:06:02,es,0
1.67219E+17,lazaroelmundo,qué tiempos... cuando había que trabajar entre montañas de papel.... http://t.co/jdH4ECEM,2012-02-08T13:10:35,es,0
1.67219E+17,GLlamazares,"Rajoy se aclimata y dice que no es dogmático del déficit  ni sectario, pero se muestra paternalista con el grupo mixto.",2012-02-08T13:12:45,es,0
1.67222E+17,javiercasqueiro,Crónica del pleno de Sole Alcaide: Intercambio de papeles. Recomiendo la foto de Rubalcaba y Rosa Díez. ¿Qué se dirán? ...,2012-02-08T13:23:08,es,1
1.67223E+17,carlosecue,"Rubalcaba: ""Socialistas franceses y socialdemócratas alemanes tienen posiciones que convienen mucho a España, ojalá ganen""",2012-02-08T13:28:13,es,1
1.67229E+17,AlexdelaIglesia,“@alfiefuentes: @AlexdelaIglesia tendrías q haber entrado en Tipos Infames! Y me hubiese dado unos consejitos con mi corto ;)” gran sitio,2012-02-08T13:51:07,es,1
1.67232E+17,3gerardpique,Aquí tenéis un vídeo de mi amigo Pinto Colorado alias @WMakinaciones tocando varios instrumentos! http://t.co/mFOQK3MA,2012-02-08T14:03:55,es,1
1.67254E+17,mariviromero,"Invercaria repartió ""casi 50 millones"" entre 2005 y 2010 ""sin control ni procedimiento"" http://t.co/lNTikM4X #Griñan y su trama",2012-02-08T15:30:24,es,-1
1.6727E+17,Carlos_Latre,No os perdáis en http://t.co/Q9HzeyLP las fotos dl estreno en Barcelona d #YesWeSpainISDIFFERENT !!;),2012-02-08T16:32:49,es,1
1.67286E+17,patxilopez,@javiersolana me han transmitido tus saludos. Muchísimas gracias y un fuerte abrazo.,2012-02-08T17:38:03,es,1
1.6729E+17,EvaORegan,El plan de contingencia de la UE para evacuar a europeos de Siria incluye tb a los q viven en Jordania y Líbano. #Siria,2012-02-08T17:52:51,es,1
1.67295E+17,AlejandroSanz,RT @JMacarro10: @AlejandroSanz canal plus! Jajajaja,2012-02-08T18:14:07,es,1
1.67301E+17,AlexdelaIglesia,"Delenda est Carthago, como decía el gran Catón... Tengo un día Goscinny.",2012-02-08T18:38:05,es,1
1.67303E+17,mariviromero,Me encanta que @esperanzaona haga este videominuto ;-)) http://t.co/0ajJkXo8,2012-02-08T18:45:53,es,1
1.67318E+17,iescolar,.@AGallego_PP Le agradezco que a mí no me llame tonto. Sin acritud.,2012-02-08T19:45:13,es,0
1.67322E+17,germanyanke,"Esta noche, compitiendo con el fútbol a las once menos cuarto, tertulia tranquila en Radio Nacional.",2012-02-08T19:59:30,es,0
1.67326E+17,Amartinbeaumont,“@JoanaMorillas: @Semanaldigital Tod@s a leerlo. Besos :))”Gracias querida amiga. Besos.,2012-02-08T20:14:59,es,1
1.67337E+17,javiercasqueiro,Interesante entrevista digital con el coordinador de los cursos entre presos disidentes de ETA de Nanclares y víctimas. http://t.co/h5fV2DpP,2012-02-08T20:59:36,es,0
1.67356E+17,MACEMUOR,"Arance,todo un referente sevillano vinculado a la construcción,echa el cierre a sus 26 tiendas y anuncia un ERE. http://t.co/fvNKO5UR",2012-02-08T22:17:00,es,-1
1.67357E+17,MACEMUOR,Tontos!“@quillobarrios: Los que silban el himno de España son los mismos que han pagado por ver un partido de la Copa de ESPAÑA. #VivaEspaña,2012-02-08T22:19:59,es,-1
1.67367E+17,aguerosergiokun,"Me acabo de enterar de la muerte de Spinetta, una gloria del rock argentino. Que triste noticia. Lo vamos a extrañar #chauflaco",2012-02-08T23:01:32,es,-1
1.6738E+17,jesusmarana,La peor cara de la crisis. El riesgo de pobreza en España afecta a más del 20% de la población. http://t.co/vofWY5jT,2012-02-08T23:52:13,es,-1
1.67383E+17,mariviromero,Uyy que se me olvidaba dejaros esta pagina para que os apunteis a la Marcha del sabado dia 12 @CarnavalMLG @malagasana http://t.co/tw76mtG8,2012-02-09T00:02:54,es,0
1.67384E+17,ristomejide,Hablaba de mi disco favorito de todos los tiempos: http://t.co/oqsSreoT,2012-02-09T00:08:37,es,1
1.67395E+17,SSantiagosegura,Muy buenas noches followeRcetes! http://t.co/7UIiRZEZ,2012-02-09T00:50:35,es,1
1.67413E+17,PaulaVazquezTV,"Si, así m siento“@Isamuga:q envidia sana m das d verte tan feliz...puede alcanzar alguien la felicidad plena??te veo radiante estos días!bs!",2012-02-09T02:01:55,es,1
1.67413E+17,PaulaVazquezTV,"“@RosEnrique: @PaulaVazquezTV leer?????? Esta sobrevalorado, besos desde Malaga” eso es que lo has practicado poco!",2012-02-09T02:03:15,es,0
1.67414E+17,PaulaVazquezTV,“@Calpena: @PaulaVazquezTV @juanmafdez ¿ves? Enamorada al fin y al cabo :p” - visto así ! Soy todo amor!!!,2012-02-09T02:07:05,es,1
1.67415E+17,PaulaVazquezTV,"“@joserro_ge: @PaulaVazquezTV Qu gusto verte tan feliz, y menuda expectación estáis creando!Bombazo fijo!- Pero s q lProducto lo merece!!!",2012-02-09T02:08:40,es,1
1.67437E+17,ricky_martin,"""Sé bueno y te juzgarán. Sé tú mismo y te criticarán.... Elige la segunda opción"" ;0)",2012-02-09T03:39:33,es,0
1.67466E+17,AlejandroSanz,A descansar. Os mando un abrazo. Gracias por todas las muestras de interEs y de cariño. Hasta maNana. Hoy ya es ayer.,2012-02-09T05:34:38,es,1
1.67489E+17,germanyanke,El Congreso vacío y los insultos son cosas de mitad de legislatura. Pero todo va cada vez más rápido. Y peor.,2012-02-09T07:03:33,es,-1
1.67512E+17,Tonicanto1,Hoy pleno a las 09.00 y por la tarde intervención en la comisión de igualdad como portavoz de  @UPyD,2012-02-09T08:35:36,es,0
1.67523E+17,anapastor_tve,Un abrazo hoy a un gran valiente @G_landaburu ...ETA no le quitó la vida ni la dignidad.....,2012-02-09T09:21:10,es,0
1.67526E+17,_Rubalcaba_,En @La_SER: ''La lucha contra el déficit nos lleva a la recesión'',2012-02-09T09:29:45,es,-1
1.67528E+17,javiersolana,"De acuerdo.“@JMEntrecanales: Impresionante agilidad en la reacción de Nike, gran publicidad. Enhorabuena http://t.co/BEfh8su9”",2012-02-09T09:37:50,es,1
1.6753E+17,PaulaVazquezTV,"Hoy d vuelta a casa,han sido 3 días para conocer a mi equipo, al jurado y 100 concursantes!Solo contar q anoche m dormí llorando d alegría!!",2012-02-09T09:46:00,es,1
1.67539E+17,rafam_simancas,"No era un filete, era Falete. En realidad Contador entrenaba con Falete sentado en el manillar, así luego se quitaba un peso de encima.",2012-02-09T10:22:28,es,-1
1.67544E+17,Tonicanto1,El presidente tiene que llamar la atención a los diputados por el ruido que montan en la cámara durante la intervención de Carlos. Ni caso..,2012-02-09T10:44:55,es,-1
1.67546E+17,mrtfernandez,Maravilla!!! Me apunto!! RT @firstFmag Un avance de lo que podréis ver en @firstFmag a partir del 15 de enero http://t.co/hn7ssBvD…,2012-02-09T10:51:43,es,1
1.67552E+17,davidbisbal,"Confirmado¡¡¡¡¡ El próximo 22 de abril, llegaremos a Bucarest Rumania.",2012-02-09T11:14:28,es,1
1.67553E+17,maria_rey,"Pues me parece muy poco serioso hablar tan mal.“@cmgorriaran: Una señoría acaba de decir ""seriosidad"" por ""seriedad"". Si, en serio!”",2012-02-09T11:20:09,es,-1
1.67561E+17,carlosecue,Wert cita libros de ExC sin decir la editorial para que no puedan desmentirle como la otra vez. Lee un texto sobre la revolución soviética,2012-02-09T11:48:59,es,0
1.67591E+17,GLlamazares,El ministro de Industria paraliza las infraestructuras de los fondos mineros escudándose en la baja ejecución d gobierno del PSOE. Excusas,2012-02-09T13:51:32,es,-1
1.67592E+17,lazaroelmundo,La Fundación Gregorio Ordóñez se arremete y se desmarca del decreto del Gobierno vasco. Considera que equipara a víctimas y verdugos.,2012-02-09T13:55:14,es,-1
1.67593E+17,iescolar,El Supremo condena a Garzón y lo inhabilita por el caso de las escuchas de la Gürtel.,2012-02-09T13:56:16,es,-1
1.67593E+17,iescolar,"Garzón condenado. El juez de Urgangarín, investigado. Camps, absuelto. ¡Viva la justicia española! (viva Honduras, que diría Trillo).",2012-02-09T13:59:02,es,0
1.67594E+17,VicenteVallesTV,ÚLTIMA HORA: el Tribunal Supremo condena a Garzón por las escuchas a los abogados de Gurtel. Inhabilitado durante 11 años,2012-02-09T14:01:46,es,-1
1.67604E+17,AlexdelaIglesia,"Varias personas han desaparecido en su interior. Llega un coche, se baja un individuo, entra y desaparece. Lo observo hace días.",2012-02-09T14:42:43,es,-1
1.67606E+17,carlos__alsina,"La sentencia: ""No puede admitirse que una resolución sea justa sólo porque el que juez que la dicta así la considere""",2012-02-09T14:47:38,es,-1
1.6762E+17,mariviromero,RT @EPAndalucia: El PP defenderá en el Senado la modificación de la Ley de Costas para garantizar los chiringuitos - http://t.co/N2qEgzDI,2012-02-09T15:45:13,es,1
1.67627E+17,SSantiagosegura,Lo de Garzón es un chiste? Porque tiene menos gracia que los guiñoles franceses...#ApoyoaGarzón,2012-02-09T16:10:55,es,-1
1.6764E+17,SerranoAlfonso,Viendo el panorama `parece que el tema #Garzón es un asunto de cuitas judiciales y PSOE lo defiende pq es uno de los suyos.Lógico.,2012-02-09T17:05:03,es,0
1.67649E+17,mgilguerrero,Imagino que los responsables del colegio de abogados de Madrid no sabrán dónde meterse tras la sentencia. Peor que ridículo,2012-02-09T17:41:25,es,-1
1.67652E+17,GLlamazares,El envalentonamiento de nuestro extremo centro les lleva a respaldar el  linchamiento a Garzón con argumentos democráticos.,2012-02-09T17:52:35,es,0
1.67653E+17,santiagocervera,"Las sales, las sales! “@AlbMendoza: Zapatero ofrece al Consejo de Estado su ""experiencia"" en la lucha contra la crisis http://t.co/BNlD6fgO""",2012-02-09T17:56:33,es,0
1.67667E+17,emontanes,Torres-Dulce respeta la sentencia a Garzón aunque no coincida con la posición de la Fiscalía - ABC.es http://t.co/bOaiQLeX via @abc_es,2012-02-09T18:51:25,es,1
1.67667E+17,SerranoAlfonso,A los que defienden a Garzon y pretenden saltarase la ley. editorial de El País de 1995: http://t.co/HX340iYg muy recomendable lectura,2012-02-09T18:53:33,es,0
1.67685E+17,mariviromero,"Terminando la el Consejo Territorial de #CiudadJardin . Lleno absoluto . Mucha participación . Nadie del @PSOEmalaga , ni @PaConejo",2012-02-09T20:04:01,es,1
1.67688E+17,arsenioescolar,"Guindos, pillado por un micrófono abierto: ""La reforma laboral, extremadamente agresiva"" ¿Violenta? ¿Además van a pegar a la gente?",2012-02-09T20:13:43,es,-1
1.67691E+17,PaulaVazquezTV,"De camino al concierto de Sergio Dalma, y me ha tocado el taxista del mes! #élvaasuritmo!!!",2012-02-09T20:28:46,es,1
1.67697E+17,arsenioescolar,"Agresivo, DRAE: ""que tiende a la violencia"" ""falta al respeto, ofende, provoca"" ""implica provocación o ataque"" A qué se refiere Guindos?",2012-02-09T20:52:27,es,-1
1.67706E+17,LosadaPescador,Garzón califica la sentencia de injusta y considera q el Supremo impide la investigación de la corrupción. Y la prevaricación Baltasar?,2012-02-09T21:26:24,es,-1
1.67709E+17,mariviromero,El PP defenderá en el Senado la modificación de la Ley de Costas http://t.co/AlqfeLY0 @javierarenas_pp #elcambioandaluz,2012-02-09T21:37:41,es,1
1.67711E+17,PaulaVazquezTV,Máaaaaaas  majos!!!!! (Algunos ) http://t.co/r9DhC443,2012-02-09T21:45:27,es,1
1.67711E+17,SSantiagosegura,"A pesar del gripazo, hoy estoy en El Hormiguero... Espero que no repercuta en mi actuación.",2012-02-09T21:47:55,es,0
1.67721E+17,FedericoQuevedo,"Como el debate @DHAM_13tv tenga la intensidad del previo en @13tv_AlDia, va a arder Troya por segunda vez...",2012-02-09T22:26:56,es,-1
1.67721E+17,anapastor_tve,"Larrrgo día q empezó, como otros, a las 4 y media de la mañana y aún se resiste a dejar d ofrecer noticias. Cuántas cosas q contar mañana...",2012-02-09T22:27:39,es,0
1.67723E+17,jesusmarana,"Las razones de Garzón para recurrir una sentencia que ""falta a la verdad"". http://t.co/W5Vxf4wK#Garzón",2012-02-09T22:35:29,es,0
1.6773E+17,Enric_Hernandez,"#Garzón sí paga por Gürtel, la huelga del transporte público en BCN y la reforma que abaratará el despido.http://t.co/vUsccxEF#portadaEPC",2012-02-09T23:01:54,es,-1
1.67736E+17,mgilguerrero,Garzón en su comunicado nos dice que con él se acaba la justicia ante la corrupción en España. Tan humilde como revelador del personaje,2012-02-09T23:26:49,es,-1
1.67738E+17,MACEMUOR,"Hoy no puedo más, se me cae el móvil.Hasra mañana. Buenas noches",2012-02-09T23:33:46,es,-1
1.67746E+17,GLlamazares,Los medios extranjeros coinciden en que el juicio político a Garzón tiene que ver con el tabú de las víctimas del franquismo.,2012-02-10T00:05:37,es,-1
1.67751E+17,germanyanke,"No se donde tengo las llaves, ni la agenda ni el cable del móvil ni por qué alguno me insulta. Pero aún sé dónde está la cama. Hasta mañana!",2012-02-10T00:25:01,es,-1
1.67752E+17,SSantiagosegura,"Erich Sokol, uno de mis caricaturistas favoritos... http://t.co/xnO6sV3I",2012-02-10T00:30:03,es,1
1.67754E+17,GLlamazares,Pensamiento antes de dormir en un día aciago: fue la envidia de Abel la que hizo a Caín...,2012-02-10T00:37:40,es,-1
1.67757E+17,GUTY14HAZ,Buscar el video de juanpeña de esta cobardía.,2012-02-10T00:48:05,es,-1
1.67762E+17,lazaroelmundo,"Me reafirmo, día histórico, el supremo defiende derechos fundamentales. Menos mal",2012-02-10T01:10:16,es,1
1.67846E+17,Ignacos,Mi felicitación a los miembros de la Comisaría de Información por la detención ayer de un terrorista de ETA... http://t.co/QEN4EoAj,2012-02-10T06:43:55,es,1
1.67853E+17,anabelenroy_tve,"El líder de Al Qaeda, Ayman al Zawahiri, anuncia, por internet, que la milicia radical islámica somalí Al Shabab se une a su red terrorista.",2012-02-10T07:09:42,es,-1
1.67854E+17,anabelenroy_tve,"Comisión Reguladora Nuclear EEUU aprueba,x 1ºvez en 30años,licencias para construcción de 2 reactores.Será harán en planta nuclear d Georgia",2012-02-10T07:15:21,es,0
1.6786E+17,mariviromero,El Ayuntamiento convocará en breve el concurso para rehabilitar el cine Astoria http://t.co/Emp9Utht via @elmundoes @malaga,2012-02-10T07:38:23,es,1
1.67861E+17,mariviromero,'Rebecca' tendrá una nueva versión http://t.co/ZArzE9aZ,2012-02-10T07:43:30,es,1
1.67866E+17,rafam_simancas,Mi FF y enhorabuena a @ManoloCastillo y a @rodrigopdl mucha suerte a los dos.,2012-02-10T08:00:44,es,1
1.67868E+17,garcia_abadillo,El comunicado de Garzón supone calificar al TS como prevaricador. http://t.co/sAsGgnK2,2012-02-10T08:08:48,es,-1
1.6787E+17,anabelenroy_tve,Los mºEducación UE discuten medidas concretas para reducir paro juvenil.Wert presenta prioridades Gobierno en educación a comisaria del ramo,2012-02-10T08:18:41,es,1
1.67875E+17,anabelenroy_tve,"Últimos 100 delfines d Maui,los + pequeños d esta especie,a punto d morir x actividad pesquera.Isla Norte,N.Zelanda,su único hábitat natural",2012-02-10T08:39:49,es,-1
1.67895E+17,alferma1,"Ya Pleno municipal y Junta Gobierno, ahora inauguraciones (fotografía Villalar, Ayto S.Marta) y dp Jornada Voluntariado y Cena Asoc. Cáncer.",2012-02-10T09:55:50,es,-1
1.67897E+17,periodistas21,"Dispuestos a comprar contenidos de pago, pero más baratos y con gran desconocimiento de la oferta ya existente http://t.co/ou4eAYfM",2012-02-10T10:05:08,es,0
1.67904E+17,mariviromero,Para @colegas educar en valores no es gastar mas. Es planificar una estrategia seria y coordinada #LGTB @esperanzaona @rafa_moral,2012-02-10T10:33:41,es,1
1.67905E+17,SergioRamos,"Es una falta de respeto al Deporte Nacional de muy mal gusto. Y por cierto, sin ninguna gracia.",2012-02-10T10:37:16,es,-1
1.67921E+17,AlexdelaIglesia,¡Noticias descombacantes! está disponible! http://t.co/pdWFYyRa ▸ Historias del día por @calpur100,2012-02-10T11:42:12,es,1
1.67925E+17,AlexdelaIglesia,"La puerta dimensional, en calma. Me preocupa que en lugar de entrar, alguien (o algo) salga. http://t.co/4ZnlkjEq",2012-02-10T11:58:34,es,0
1.67926E+17,AlexdelaIglesia,"Detalle inquietante de la conformación Multidimensional. Al otro lado, Aldebarán.  http://t.co/eLznaLnd",2012-02-10T12:01:04,es,0
1.6794E+17,Carlos_Latre,"L'EQUILIBRISTA - de Ca n'Estruc shyraz, garnacha, cariñena. Moderno, frutal y, como no, equillibrado... http://t.co/HrFLzlXA",2012-02-10T12:55:14,es,1
1.67946E+17,Lissavetzky_M,"El convenio entre Ayto y Com. de Madrid para rehabilitar colegios no se ha renovado. En los últimos 2 años, solo se han hecho obras menores",2012-02-10T13:20:09,es,-1
1.67949E+17,Tonicanto1,De camino a Granada para trabajar en RAZAS de David Mamet... Y de paso me haré un par de mítines...:-),2012-02-10T13:30:38,es,1
1.67953E+17,Albert_Rivera,"RT @CmMarta: @barry_gibb En la empresa privada cortan cabezas por mala gestión de fondos.Si encima salen de los contribuyentes, mas aun.",2012-02-10T13:49:58,es,-1
1.67961E+17,PabloAIglesias,La #reformalaboral permitirá que algunos desempleados que encuentren trabajo cobren sueldo y 25% del paro al mismo tiempo,2012-02-10T14:19:04,es,1
1.67962E+17,mjguemes,"Rajoy y Rubalcaba se verán el próximo miércoles para hablar de las reformas y, sobre todo, de la renovación de varias instituciones",2012-02-10T14:25:12,es,1
1.67966E+17,morenobarber,Reforma laboral: vuelta a la prohibiciónd e encadenar contratos temporales durante más de dos años.,2012-02-10T14:38:23,es,-1
1.67966E+17,morenobarber,"No es reforma laboral estricta, pero va en el paquete: El Gobierno limita blindajes en los bancos con ayudas públicas  http://t.co/4EsmdJVA",2012-02-10T14:39:32,es,-1
1.67967E+17,mariviromero,"#reformalaboral : mas control , para evitar situaciones de fraude en las prestaciones",2012-02-10T14:43:22,es,1
1.6797E+17,mariviromero,Enhorabuena a @FatimaBanez y a todo el Gobierno por la #reformalaboral : con esta reforma estructural damos un gran paso para salir adelante,2012-02-10T14:57:03,es,1
1.67971E+17,mariviromero,La verdad es que hacía muchos años que no escuchaba tantas medidas concretas para salir de la crisis. Las acabo de oir de @FatimaBanez,2012-02-10T14:58:46,es,1
1.67975E+17,pedroj_ramirez,"A corto plazo, bronca; a medio, empleo. Un despido de 20 días para las empresas con caída de ingresos durante 9 meses http://t.co/IatHXBcx",2012-02-10T15:17:21,es,-1
1.6798E+17,MACEMUOR,#FF a @pepemadico por haberme hecho reír tanto en esta semana caótica ;),2012-02-10T15:37:14,es,1
1.67985E+17,ElenaFernandez8,y #FF al gran Alfonso Ojea @alfojea,2012-02-10T15:55:58,es,1
1.68012E+17,carlosecue,La #reformalaboral tiene muchas más cosas además del abaratamiento del despido. Aquí están las más importantes: http://t.co/MD6eJeT3,2012-02-10T17:42:39,es,-1
1.68014E+17,GLlamazares,"De agresión en agresión cada vez más parados y más precarios. Eso sí, al grito de acabar con el paro y la dualidad.",2012-02-10T17:50:41,es,-1
1.68022E+17,JuanMoscosodelP,Desde el sábado trabajamos intensamente con @_Rubalcaba_ para hacer una oposición útil y volver a ser alternativa de gobierno pronto,2012-02-10T18:20:36,es,1
1.68027E+17,FedericoQuevedo,La reforma laboral acaba con décadas de hiperproteccionismo heredado del franquismo en beneficio de la necesaria flexibilidad...,2012-02-10T18:40:17,es,1
1.68031E+17,Fgarea,"Viviendo India, en experiencia inolvidable #AVivirAnantapur http://t.co/XfdOgkNE",2012-02-10T18:59:50,es,1
1.68036E+17,nachodoral,"Lo de #urdangarin. Entre urdangas, garzones y carcaños así vamos. Y la siguiente de #Garzon,por trincón.Caro Emilio    http://t.co/HJdkXnDH",2012-02-10T19:18:28,es,-1
1.68038E+17,sanchez_sonia,"Importante ""detalle"" de la reforma laboral: el despido de referencia será el de 20 días http://t.co/YpHR61BM",2012-02-10T19:25:56,es,-1
1.68053E+17,paurubio,"RT @miabuelasabia: Entre cada amanecer y puesta de sol, dedica algo de tiempo para la diversión. Feliz viernes lleno de #FF",2012-02-10T20:23:53,es,1
1.68053E+17,Buenafuente,"no sé si es bueno o es malo. Ji, ji“@houjack: Al menos acabamos la clase de Políticas Económicas con un monólogo del gran @Buenafuente”",2012-02-10T20:24:02,es,1
1.68053E+17,sevillajordi,"Compatibilizar cobro por desempleo y trabajo barato es una novedad q muchos demandaban hace tiempo. Interesante, pero habrá q ver su impacto",2012-02-10T20:24:55,es,0
1.68054E+17,sevillajordi,"Subvencionar contratación barata a tiempo parcial d jóvenes d 30 años, espero q sea medida d urgencia y no modelo d creación d empleo.",2012-02-10T20:31:02,es,0
1.68058E+17,garcia_abadillo,"(2) La reforma laboral tiene aspectos interesantes en la lucha contra la economía sumergida,",2012-02-10T20:45:11,es,1
1.6806E+17,FedericoQuevedo,A base de conquistar derechos de los trabajadores hemos conquistado 5 millones de parados q han perdido su principal derecho: un trabajo.,2012-02-10T20:53:11,es,-1
1.68075E+17,pedroj_ramirez,El auto de archivo es muy malo. Confío en el Supremo “@cagonsos: Jamas nos enteraremos de lo del 11M. Una verguenza”,2012-02-10T21:52:46,es,-1
1.68077E+17,mariviromero,Mil gracias ;-))) RT @Andreita_ae: @mariviromero felicidadeees!! :) un besoo,2012-02-10T22:00:06,es,1
1.68084E+17,Edurnity,"Viendo a José Mota, que grande!!",2012-02-10T22:28:37,es,1
1.68084E+17,PaulaVazquezTV,Ya estoy en Bruselas y la verdad hace un frio de ! Lo mejor de todo es que está llenito de Españoles! Y me han ayudado a no perderme!,2012-02-10T22:29:04,es,1
1.68084E+17,mariviromero,¡Lo mejor de mi timeline está disponible! http://t.co/0l0HzKDb ▸ Historias del día por @pepadeltoro @anagonzalez710 @victorbg90 @discursar,2012-02-10T22:30:31,es,1
1.68085E+17,PaulaVazquezTV,Eso no s m olvida“@fonsi_nieto:me gusto mucho verte ayer... tan simpática como siempre... tenemos pendiente ir a hacer motocross.. un beso”,2012-02-10T22:31:38,es,1
1.68107E+17,aarbeloa17,El @hdnegro se esta ablandando..  RT @hdnegro Callejón se come su roscón! Feliz cumpleaños Jose!!! http://t.co/X5mSZ1K0,2012-02-10T23:59:56,es,1
1.68112E+17,mariviromero,Muchisimas gracias ;-)))) RT @anaroski: @mariviromero @mamenpedemonte ¡Enhorabuena!,2012-02-11T00:21:33,es,1
1.68113E+17,David_Busta,Gracias a @PastoraSoler es un lujo compartir escenario contigo! #Banderablanca,2012-02-11T00:22:54,es,1
1.68113E+17,mjguemes,@CarmendelRiego aaarg!!!! esto no se puede hacer!!!,2012-02-11T00:25:00,es,-1
1.68118E+17,David_Busta,Buenas noches... OS QUIERO!!!,2012-02-11T00:42:44,es,1
1.6813E+17,mariviromero,mil gracias ;-)) “@ManuelDuarteQui: #enhorabuena @mariviromero ...!! Te lo mereces ... Muaa”,2012-02-11T01:30:16,es,1
